id,api_output,correctness,true_answer
36,"Zoophobia is the fear of animals. It encompasses a wide range of specific fears related to different types of animals, such as dogs, cats, insects, or reptiles. People with zoophobia may experience anxiety or panic when they encounter animals or even think about them.",True,"['Animal', 'Animals', 'Metazoon', 'animalia kingdom', 'Basal metazoan', 'anamalia', 'metazoa', 'Anumal', 'water animal', 'Non-human animal', 'Metazoic', 'animal life', 'animal body', 'kingdomanimalia', 'kingdom animal', 'Classification of animals', 'Kingdom animal', 'anumal', 'Animal reproduction', 'Animal Characteristics', 'ANIMAL', 'animal characteristics', 'Water animal', 'Animal Phylogeny', 'metazoans', 'Animal phylum', 'KingdomAnimalia', 'Nonhuman animal', 'metazoic', 'non human animal', 'animal reproduction', 'Basal metazoa', 'Animal (Metazoan) Evolution', 'animals', 'Animalia', 'New Animal Phylogeny', 'basal metazoan', 'animal phylogeny', 'metazoon', 'Metazoan', 'kingdom animalia', 'nonhuman animal', 'animal metazoan evolution', 'animal types', 'Metazoans', 'metazoan', 'basal metazoa', 'New animal phylogeny', 'Animal life', 'Kingdom Animalia', 'new animal phylogeny', 'classification of animals', 'Metazoa', 'Anamalia', 'Kingdom animalia', 'animal', 'Animalia Kingdom', 'Animal body', 'animal phylum', 'Animal types', 'animalia', 'Kingdom Animal']"
37,"The director of the films ""Moon"" and ""Source Code"" is Duncan Jones. He is the son of the famous singer David Bowie.",True,"['Duncan Jones', 'duncan jones', 'zoe bowie', 'Zoe Bowie', 'Zowie Bowie', 'zowie bowie']"
38,"Anne Eliot is the central character in Jane Austen's novel ""Persuasion.""",True,"['Persuasion', 'Persuasion', 'Persuasion', 'Social Psychology Persuasion', 'Social persuasion', 'Persuasive', 'systematic persuasion', 'inveigling', 'Heuristic persuasion', 'heuristic persuasion', 'Persuades', 'inveigle', 'Persuade', 'persuading', 'persuaded', 'Suasion', 'inveigled', 'persuasive', 'persuasion', 'suasions', 'persuades', 'social psychology persuasion', 'Inveigles', 'Systematic persuasion', 'suasion', 'Inveigling', 'social persuasion', 'Inveigled', 'Inveigle', 'persuasive communication', 'persuade', 'Persuading', ""'PERSUASION'"", 'Persuasive communication', 'inveigles', 'Suasions', 'Persuaded']"
39,"The title of the 1996 Oscar-winning documentary about the Muhammad Ali and George Foreman 1974 ‘Rumble in the Jungle’ fight in Zaire is **""When We Were Kings.""**",True,"['When We Were Kings', 'When We Were Kings', 'when we were kings']"
40,"The composer who wrote ""Night and Day,"" ""I Get a Kick out of You,"" ""Well, Did You Evah!,"" and ""I've Got You Under My Skin"" is Cole Porter. He was a prominent American composer and songwriter known for his contributions to musical theater and popular music in the early to mid-20th century.",True,"['Cole Porter', 'Cole Porter', 'Cole Porter', 'Cole Porter', 'Cole Porter', 'Cole Albert Porter', 'Cole Albert', 'Compositions by Cole Porter', 'cole albert porter', 'Cole porter', 'compositions by cole porter', 'cole porter', 'cole albert', 'i know it s not meant for me', ""I Know It's Not Meant for Me""]"
41,"The housekeeper to Sherlock Holmes was Mrs. Hudson. She is a recurring character in Arthur Conan Doyle's stories and is known for her role in managing 221B Baker Street, where Holmes and Dr. John Watson reside. Mrs. Hudson is often depicted as a kind and supportive figure, providing assistance and care to the detectives.",True,"['Mrs. Hudson', 'Inspector Bradstreet', 'shinwell johnson', 'Inspector Gregson', 'minor sherlock holmes characters', 'stanley hopkins', 'Sherrinford Holmes', 'mary morstan', 'Athelney Jones', 'wiggins sherlock holmes character', 'Tobias Gregson', 'inspector baynes', 'tobias gregson', 'Mrs Hudson', 'Stanley Hopkins', 'Mrs hudson', 'mrs hudson', 'Shinwell Johnson', 'mrs watson mary morstan', 'inspector gregson', 'Sherlock Holmes Character', 'sherlock holmes character', 'Inspector Baynes', 'athelney jones', 'Wiggins (character in Sherlock Holmes stories)', 'Inspector Hopkins', 'wiggins character in sherlock holmes stories', 'Mary Morstan', 'raffles holmes', 'Wiggins (Sherlock Holmes character)', 'Raffles Holmes', 'Mrs Watson (Mary Morstan)', 'Mrs. hudson', 'inspector stanley hopkins', 'Minor Sherlock Holmes characters', 'Inspector Stanley Hopkins', 'inspector hopkins', 'inspector bradstreet', 'sherrinford holmes']"
42,"The husband of Lady Jane Grey was Lord Guildford Dudley. They were married in May 1553, shortly before Jane was proclaimed queen of England.",True,"['Guildford Dudley', 'Guildford Dudley', 'Lord Guildford Dudley', 'Lord Guildford Dudley', 'lord guilford dudley', 'Guilford Dudley', 'Lord Guilford Dudley', 'guilford dudley', 'guildford dudley', 'lord guildford dudley']"
43,The Monument is located on Fish Street Hill in London. It commemorates the Great Fire of London and is situated near the northern end of London Bridge.,False,"['Pudding Lane', 'pudding lane']"
44,"The novels ""Berlin Game,"" ""Mexico Set,"" and ""London Match"" were written by Len Deighton. These books are part of his Bernard Samson series.",True,"['Len Deighton', 'Len Deighton', 'Len Deighton', 'Leonard Cyril Deighton', ""Len Deighton's London Dossier"", 'len deighton s london dossier', '(Len) DEIGHTON', 'len deighton', 'leonard cyril deighton']"
45,Chuck Berry recorded primarily for Chess Records in the 1950s and 1960s. Chess Records was a prominent label known for its influential role in the development of rock and roll and rhythm and blues music during that era.,True,"['Chess', 'Chess', 'Chess', 'Ficheall', 'Game of chess', 'Σκάκι', 'skak', 'Шахмат', 'ŝako', 'Šachy', 'Echedoù', 'Ŝako', 'chess revers', 'chess games', 'Chess game', 'σκάκι', 'ficheall', 'Play chess', 'orthochess', 'šachy', 'chesse', 'cờ vua', 'chesss', 'Chess board game', 'شطرنج', 'chess srategy and tactics', 'echedoù', 'Sjakk', 'Chess publications', 'Satranç', 'Шахматы', 'european chess', 'शतरंज', 'Orthochess', 'шахмат', 'European chess', 'satranç', 'ChesS', 'Chess Board Game', 'Cög', 'Échecs', 'шахматы', 'skák', 'chess board game', 'Escacs', 'шатар', 'Chesss', 'Cờ vua', 'ajedrez', 'Chess match', 'chess', 'skaak', 'Skák', 'Šach', 'Skaak', 'cheess', 'Chess (game)', 'chess game', 'échecs', 'šach', 'Chess srategy and tactics', 'Chess career', 'Xadrez', 'Шатар', 'xadrez', 'Rank and file (chess)', 'Şah', 'international chess', 'cög', 'Game of Chess', 'International chess', 'ਸ਼ਤਰੰਜ', 'rank and file chess', 'play chess', 'Western chess', 'scacci', 'Cheess', 'escacs', 'Šahs', 'Шахи', 'Šachmatai', 'chess psychology', 'chess publications', 'Chess Revers', 'Chesse', 'chess career', 'Chess psychology', 'шахи', 'Chess games', 'International Chess', 'şah', 'Western Chess', 'game of chess', 'sjakk', 'western chess', 'Scacci', 'Ajedrez', 'šachmatai', 'Ahedres', 'šahs', 'ahedres', 'שחמט', 'Skak', 'chess match']"
46,Malachite is an ore of copper. It is a green mineral that is often used as a gemstone and in the production of copper metal.,True,"['Copper', 'Copper metabolism', 'copper sheet metal', 'cu2', 'utah state mineral', '1S2 2S2 2P6 3S2 3P6 3D10 4S', 'copper element', 'Cuprous', 'Red metal', 'cuprum', 'red metal', 'element 29', 'Copper sheet metal', 'Cupreous', 'cupric', 'Copper sheet', 'Copper (element)', 'Copper history', 'Cu2+', 'cuprous', 'copper', 'cupreous', 'Element XXIX', 'Element 29', 'Cupric', 'copper fittings', 'copper history', 'tommie copper', 'copper sheet', 'Tommie Copper', 'Copper fittings', 'Cuprum', 'Utah state mineral', '1s2 2s2 2p6 3s2 3p6 3d10 4s', 'copper bracelet', 'copper metabolism', 'Copper bracelet', 'Copper band', 'copper band', 'element xxix']"
47,"The plays ""The Cocktail Party"" and ""The Family Reunion"" were written by T.S. Eliot.",True,"['T. S. Eliot', 'T. S. Eliot', 'thomas stearns', 'T.S Elliot', 'TS Elliot', 'prufrock and other observations', 'Eliotian', 't s eliott', 't s elliot', 'T.S.Eliot', 'T. S. (Thomas Stearns) Eliot', 'T S Eliot', 'Sweeney Among the Nightingales', 'ts elliot', 'T.S.E.', 'Sweeney among the Nightingales', 't s elliott', 'Thomas Stearns', 'Thomas Stearns Eliot', 'Thomas S. Eliot', 'eliotian', 't eliot', 'Ts elliot', 'TS Eliot', 'T. S. Elliott', 'T.S. Eliot', 'T. S. Elliot', 't s thomas stearns eliot', 'T.s. Eliot', 't s eliot', 'T.s. eliot', 'sweeney among nightingales', 't s e', 'T Eliot', 'Prufrock and Other Observations', 'Thomas Stearns Eliot, OM', 'thomas stearns eliot om', 'Ts eliot', 'T.S. Eliott', 'T.S Eliot', 'ts eliot', 'T.S. Elliot', 'T S Elliot', 'thomas stearns eliot', 'thomas s eliot']"
48,The island shared by Haiti and the Dominican Republic is Hispaniola.,True,"['La Española', 'La Española', 'Cap Carcasse', 'Hispaniola', 'Hispaniola', 'hispaniola', 'isla espanola', 'Island of Haiti', 'la española', 'kiskeya', 'La Hispaniola', 'hispaniola island', 'isla española', 'Haiti/Dominican Republic', 'la isla española', 'Kiskeya', 'Isla Española', 'island of haiti', 'La Isla Espanola', 'Hispaniola Island', 'la espanola', 'La Espanola', 'Island of Hispaniola', 'la hispaniola', 'hispañola', 'cap carcasse', 'Haiti & the Dominican Republic', 'Hispanola', 'Island of Santo Domingo', 'haiti dominican republic', 'hispanola', 'island of hispaniola', 'La Isla Española', 'Isla Espanola', 'Hispañola', 'la isla espanola', 'island of santo domingo']"
49,"The 1987 US film based on the 1985 French film ""Trois hommes et un couffin"" is ""Three Men and a Baby.""",True,"['Three Men and a Baby', '3 Men and a Baby', 'Jack Holden (Three Men and a Baby)', 'three men and baby', 'peter mitchell three men and baby', '3 men and a baby', 'jack holden three men and baby', 'Three men and a baby', 'Peter Mitchell (Three Men and a Baby)', 'THREE MEN AND A BABY', '3 men and baby']"
50,"The title of Rossini's opera ""La Gazza Ladra"" is usually translated into English as ""The Thieving Magpie.""",True,"['Thieving Magpie', 'Giannetto', 'La gazza ladra', 'The Thieving Magpie', 'La pie voleuse', 'La Gazza Ladra', 'thieving magpie', 'la pie voleuse', 'The theivish magpie', 'Die diebische Elster', 'The thievish magpie', 'La Gazza ladra', 'gazza ladra', 'thievish magpie', 'die diebische elster', 'theivish magpie', 'Gazza ladra', 'la gazza ladra', 'giannetto']"
51,"In George Orwell's book ""Animal Farm,"" Snowball is a pig. He is one of the key characters in the story and represents Leon Trotsky, a leader of the Russian Revolution who was later exiled. Snowball is an intelligent and passionate advocate for the principles of Animalism and plays a significant role in the early stages of the animals' rebellion against their human farmer.",True,"['The pig', 'Pig (film)', 'pig film', 'pig game', 'PIGS (disambiguation)', 'pigs album', 'A pig', 'pig disambiguation', 'Pig (game)', 'Pigs (Album)', 'PIGS', 'PIG', 'pigs', 'pig', 'Pigs (film)', 'Pigs (disambiguation)', 'pig mammalia', 'Pigs (album)', 'Pig (disambiguation)', 'pigs film', 'pigs disambiguation', 'Pig Mammalia', 'PIG (disambiguation)']"
52,"In golf, an Albatross is three strokes under par for a given hole. For example, if a hole is a par 5, an Albatross would be achieved by completing the hole in 2 strokes.",True,"['3', '3', '3', '3', 'three', 'three', 'three', 'three', 'Three']"
53,"Chesil Beach is located in Dorset, England. It is a notable natural feature along the Jurassic Coast, which is a UNESCO World Heritage Site.",True,"['Dorset', 'county of dorset', 'Dorcet', 'dorset england', 'County of Dorset', 'Dorset (England)', 'dorset', 'dorcet', 'dorsetshire', 'Dorset, England', 'Dorsetshire']"
54,The famous UK television duo that provide the voices for the main characters in the children's program 'Engie Benjy' are **Paul O'Grady** and **Bobby Davro**.,False,"['Ant & Dec', 'PJ & Duncan', 'Ant and Dec', 'Ant and Dec', 'ant dec', 'Ant and dec', 'PJ & Duncan AKA', 'Ant dec', 'pj duncan aka', 'pj and duncan', 'Anton Deck', 'Ant & dec', 'declan donnely', 'ant and dec', 'pj duncan', 'PJ and Duncan', 'Declan Donnely', 'Ant And Dec', 'anton deck']"
55,"The 1983 film starring Shirley MacLaine and Debra Winger that won 5 Oscars is ""Terms of Endearment.""",True,"['Terms of Endearment', 'Terms of Endearment', 'emma greenway horton', ""Term's of Endearment"", 'terms of endearment', 'aurora greenway', 'Terms Of Endearment', 'Terms of Endearment (film)', 'terms of endearment film', 'Terms Of Endearment (movie)', 'term s of endearment', 'terms of endearment movie', 'Emma Greenway Horton', 'Aurora Greenway', 'Terms Of Endearment (film)']"
56,"The most famous person from the island nation of Barbados is undoubtedly Rihanna. She is a globally recognized singer, songwriter, and actress, known for her numerous hit songs and significant impact on the music industry.",True,"['Rihanna', 'Emergency Room (Featuring Akon)', 'james joint', 'coffret 4 cd', 'renown rihanna album', 'Whipping My Hair (Rihanna Song)', 'rihanna singer', 'Whipping My Hair', 'Westbury Road Entertainment', 'diamonds tour', 'whipping my hair rihanna song', 'Rihanna Fenty', 'Rihanna (singer)', 'westbury road entertainment', 'Riri', 'robyn r fenty', 'robyn rihanna fenty', 'Coffret 4 CD', 'robyn rihanna', 'ihanna', 'emergency room song', 'robyn fenty', 'Rihannah', 'Rihanna: World Tour 2013', 'Robyn Rihanna Fenty', 'rianna', 'Robyn Rihanna', 'rihanna world tour 2013', 'RihRih', ""Whippin' My Hair"", 'rihanna fenty', 'Diamonds tour', 'Rihanna in popular culture', 'rihana', 'Rianna', 'Emergency room (song)', 'Renown (Rihanna album)', 'whippin my hair', 'emergency room featuring akon', 'Emergency Room (Rihanna song)', 'rihanna', 'whipping my hair', 'emergency room rihanna song', 'Robyn R. Fenty', 'rihanna in popular culture', 'Ihanna', 'riri', 'rihrih', 'rihannah', 'James Joint', 'Rihana', 'RiRi', 'Robyn Fenty']"
57,"Saint Aidan established a monastery and Christian community on the island of Lindisfarne in the year 635. He was an Irish monk and missionary who played a significant role in the spread of Christianity in Northumbria, England.",True,"['Aidan of Lindisfarne', 'Saint Aidan', 'St Aidan', 'Oedan', 'St. Aidan of Lindisfarne', 'oedan', 'st aidan', 'ST AIDAN', 'aidanus', 'saint aidan', 'St. Aidan', 'apostle of northumbria', 'saint aidan of lindisfarne', 'Aidan of lindisfarne', 'Saint Aidan of Lindisfarne', 'Saint Aidan (disambiguation)', 'Apostle of Northumbria', 'aidan of lindisfarne', 'Aidanus', 'saint aidan disambiguation', 'st aidan of lindisfarne']"
58,"The series you provided consists of countries in Africa that have names starting with the letter ""N"" and then follow a pattern based on alphabetical order. 

To find the next country in the series, we can look at the alphabetical order of African countries. After ""Mauritius,"" the next country that starts with the letter ""M"" is ""Morocco."" 

Therefore, the next country in the series is **Morocco**.",False,"['Swaziland', 'Swaziland', 'government of swaziland', 'health in swaziland', 'Swazi Kingdom', 'administrative divisions of swaziland', 'swazi kingdom', 'swaziland', 'umbuso weswatini', 'Health in Swaziland', 'swasiland', 'capital of swaziland', 'Capital of Swaziland', 'ISO 3166-1:SZ', 'Administrative divisions of Swaziland', 'kingdom of swaziland', 'health care in swaziland', 'umbuso waseswatini', 'Health care in Swaziland', 'people of swaziland', 'Government of Swaziland', 'Umbuso weSwatini', 'Kingdom of Swaziland', 'Swasiland', 'Umbuso waseSwatini', 'Swazi kingdom', 'People of Swaziland', 'iso 3166 1 sz']"
59,"In 1657, Oliver Cromwell turned down the opportunity to become King of England. After the English Civil War and the establishment of the Commonwealth, there were discussions about making Cromwell king, but he ultimately refused the title, preferring to maintain the republican government.",True,"['Cromwell', 'Oliver Cromwell', 'cromwell oliver lord protector', 'oliver cromwell person', 'Cromwell, Oliver (Lord Protector)', 'Cromwellian', 'cromwell oliver', 'Cromwell, Oliver', ""Cromwell's"", 'o cromwell', 'copper nose', 'Copper Nose', 'Cultural depictions of Oliver Cromwell', 'noll cromwell', 'Lord Protector Oliver Cromwell', 'old noll', 'oliver cromwell', 'Oliver cromwell', 'O Cromwell', 'lord protector oliver cromwell', 'Noll Cromwell', 'Old Noll', 'cromwell s', 'cultural depictions of oliver cromwell', 'Oliver Cromwell (person)', 'cromwell', 'oliver cromwell s', 'Oliver Cromwell (Lord Protector)', 'oliver cromwell lord protector', 'cromwellian', ""Oliver Cromwell's""]"
60,"Field Marshal Friedrich Paulus surrendered in January 1943 in the city of Stalingrad, which is now known as Volgograd, Russia. This surrender marked a significant turning point in World War II on the Eastern Front.",True,"['Stalingrad', 'volgograd ussr', 'Volgograd, Russia', 'Volgograd', 'volgograd russia', 'Volgograd Urban Okrug', 'Волгоград', 'Tsaritsyn', 'Volgograd, USSR', 'caricyn', 'tsaritzyn', 'volgagrad', 'volgograd', 'volgograd urban okrug', 'Volgagrad', 'волгоград', 'stalingrad', 'tsaritsyn', 'Caricyn', 'Tsaritzyn']"
